"name","address","suburb","city","postCode","phone","longitude","latitude"
"Countdown Huntly","Great South Road","State Highway 1","Huntly","3700","07 828 2041","175.1582674","-37.56804476"
"Z Huntly","390 Great South Road","State Highway 1","Huntly","3700","07 828 8035","175.158401","-37.567493"
"Inglewood Bookcentre","31 Rata Street","Inglewood","Inglewood","4330","06 756 7032","174.2077533","-39.1560665"
"Shoprite Inglewood","50 Matai Street","Inglewood","Inglewood","4330","06 756 7404","174.207324","-39.158185"
"Z Inglewood","47 Rata Street","Inglewood","Inglewood","7330","06 756 7779","174.20547","-39.1559279"
"Countdown Invercargill","172 Tay Street","Invercargill","Invercargill","9810","03 211 3100","168.3580061","-46.41301933"
"Pak N Save Invercargill","95 Tay Street","Invercargill","Invercargill","9810","03 214 4864","168.3528724","-46.41302569"
"Plaza Supervalue","101 - 103 Yarrow Street","Invercargill","Invercargill","9810","03 218 2205","168.3546898","-46.40875838"
"Whitcoulls Invercargill","52 Esk Street","Invercargill","Invercargill","9810","03 9483130","168.3491578","-46.41177181"
"Windsor New World","51 Windsor Street","Windsor","Invercargill","9810","03 217 7175","168.3656066","-46.39603314"
"Z Dee St","208 Dee Street","Avenal","Invercargill","9810","03 2188442","168.3469751","-46.40510834"
"Z Gladstone","455 Dee Street","Gladstone","Invercargill","9810","03 2188537","168.3476099","-46.39302054"
"Avenal Dairy and Lotto","297 Dee Street","Avenal","Invercargill","9810","03 218 6290","168.3473993","-46.40063718"
"Dee Night n Day","452 Dee Street","Gladstone","Invercargill","9810","03 218 6311","168.3472555","-46.39317026"
"Newfield Four Square","697 Tweed Street","Newfield","Invercargill","9812","03 216 8266","168.3913163","-46.41786752"
"Otatara Four Square","99 Dunns Road","Otatara","Invercargill","9879","03 213 1334","168.2968785","-46.43200106"
"Elles Rd New World","244 Elles Road","Strathern","Invercargill","9812","03 218 6811","168.3614479","-46.42734627"
"South City Gifts & Lotto","253 Elles Road","Appleby","Invercargill","9812","03 214 1747","168.3614416","-46.4277425"
"Collingwood Foodcentre","112 North Road","Prestonville","Invercargill","9810","03 215 6844","168.3473295","-46.38479271"
"Countdown Waikiwi","Cnr North Road and Durham St","Waikiwi","Invercargill","9810","03 2115190","168.3468845","-46.37546373"
"Windsor Stationery & Lotto","1 Windsor Street","Windsor","Invercargill","9810","03 2175327","168.3658057","-46.39822161"
"Kaeo Four Square","Leigh Street","RD1","Kaeo","0478","09 405 0658","173.7832551","-35.10094166"
"Caroline Dairy","62 Ohoka Road","Kaiapoi","Kaiapoi","7630","03 327 8423","172.642955","-43.38565"
"Countdown Kaiapoi","87- 97 Hilton Street","Kaiapoi","Kaiapoi","7630","03 3755172","172.6575464","-43.38520273"
"Kaiapoi New World","52 Charles Street","Kaiapoi","Kaiapoi","7630","03 3276026","172.6596145","-43.38301869"
"Kaikohe Four Square","120 Broadway","Kaikohe","Kaikohe","0405","09 401 0303","173.800143","-35.407209"
"Kaikohe Paper Plus","21 Broadway","Kaikohe","Kaikohe","0405","09 401 0196","173.7990305","-35.40808121"
"New World Kaikohe","14 Marino Place","Kaikohe","Kaikohe","0405","09 401 5088","173.8009207","-35.40917241"
"Opononi Four Square","29 State Highway 12","Opononi","Kaikohe","0473","09 4058838","173.392184","-35.504735"
"Kaikoura New World","124 Beach Road","Kaikoura","Kaikoura","7300","03 319 5723","173.6795619","-42.38794598"
"Paper Plus Kaikoura","41 West End","Kaikoura","Kaikoura","7300","03 319 6808","173.6824427","-42.40236376"
"Marston Moor","74 Commerce Street","Kaitaia","Kaitaia","0410","09 408 0350","173.2643041","-35.11458278"
"Pak N Save Kaitaia","111 North Road","Kaitaia","Kaitaia","0410","09 408 6222","173.2589657","-35.09889586"
"Houhora Wharf Four Square","Far North Road","RD4","Kaitaia","0484","09 409 8819","173.1182444","-34.81462103"
"Jaques Four Square","1 Kaiwaka - Mangawhai Road","Kaiwaka","Kaiwaka","0573","09 431 2227","174.4438879","-36.16088991"
"Karamea Four Square Supermarket","103 Bridge Street","Karamea","Karamea","7893","03 782 6701","172.1284893","-41.2515598"
"Mobil Karapiro","719 State Highway 1","Karapiro","Karapiro","3496","07 827 6528","175.555214","-37.917048"
"Countdown Katikati","123-129 Main Road","Katikati","Katikati","3129","07 549 4603","175.9160542","-37.55968736"
"Video Ezy Katikati","Main Road","Katikati","Katikati","3129","07 549 0262","175.9167844","-37.55487778"
"Katikati Paper Plus and Post Shop","24 State Highway 2","Main Road","Katikati","3129","07 549 0327","175.9173961","-37.55279202"
"Kaukapakapa Store","1033 Kaipara Coast Highway","RD1","Kaukapakapa","0871","09 420 5158","174.493739","-36.61675617"
"Hammer Hardware Kawakawa","11 Gillies Street","Kawakawa","Kawakawa","0210","09 4040048","174.0681958","-35.38004686"
"Ballantrae Four Square","76 Fenton Mill Road","Kawerau","Kawerau","3127","07 323 6560","176.684203","-38.0897598"
"Kawerau Foodmarket & Lotto","95 Onslow Street","Kawerau","Kawerau","3127","07 262 4039","176.7016534","-38.08794707"
"Z Kawerau","6 Islington Street","Kawerau","Kawerau","3127","07 323 8709","176.7019184","-38.08501181"
"Smiths City","Main Road","Tawarewa Court","Kawerau","3127","07 323 8693","176.7012646","-38.08542376"
"Countdown Kerikeri","Cnr Butler & Kerikeri Roads","Kerikeri","Kerikeri","0230","09 407 0030","173.946677","-35.2295224"
"New World Kerikeri","99 Kerikeri Road","Kerikeri","Kerikeri","0230","09 4070 200","173.9503037","-35.22613715"
"Kumeu Four Square","88 Main Road","Kumeu","Kumeu","0810","09 412 9709","174.554581","-36.77455899"
"New World Kumeu","110 Main Road","Kumeu","Kumeu","0810","09 4127044","174.553930","-36.775037"
"Lawrence Four Square Supermarket","19 Ross Place","Lawrence","Lawrence","9532","03 485 9105","169.6865928","-45.91293277"
"Fresh Choice Leeston","78 High Street","Leeston","Leeston","7632","03 324 3788","172.2980239","-43.76265757"
"Countdown Levin","8 Stanley Street","Horowhenua","Levin","5510","06 366 0050","175.2862192","-40.6204092"
"Levin Lucky Lotto","232 Oxford Street","Horowhenua","Levin","5510","06 3686114","175.2864247","-40.62203241"
"Levin Mall Lotto","191 Oxford Street","Horowhenua","Levin","5510","06 368 6750","175.2855093","-40.62292443"
"Levin New World","21 Bath Street","Horowhenua","Levin","5510","06 368 6538","175.2833225","-40.62317168"
"Z Levin","11-15 Oxford Street","Horowhenua","Levin","5510","06-3687049","175.2763266","-40.63200835"
"Lincoln Convenience Store","9E Gerald Street","Halswell","Lincoln","7608","03 325 2690","172.483944","-43.640526"
"Lincoln New World","77 Gerald Street","Lincoln","Lincoln","7608","03 3252629","172.4743558","-43.6415454"
"Countdown Lower Hutt","261 High Street","Lower Hutt","Lower Hutt","5010","04 5762000","174.9049346","-41.20822551"
"Countdown Queensgate","Queensgate Mall, Knights Road","Lower Hutt","Lower Hutt","5010","04 569 3993","174.906682","-41.210946"
"Halo Lotto & Convenience","4 Bunny Street","Lower Hutt","Lower Hutt","5010","04 9201411","174.904493","-41.20994648"
"Hutt City New World","39 Waterloo Road","Lower Hutt","Lower Hutt","5010","04 5693027","174.9070066","-41.20893897"
"Life Pharmacy Queensgate","Queens Drive","Lower Hutt","Lower Hutt","5010","04 570 6077","174.9065853","-41.21082746"
"Pak N Save Lower Hutt","22 Downer Street","Lower Hutt","Lower Hutt","5010","04 586 0463","174.9126086","-41.20606363"
"Stellin Street Store","833 High Street","Kelson","Lower Hutt","5011","04 577 1913","174.934976","-41.17984"
"Whitcoulls Queensgate","Cnr Queens Drv & Bunny St","Lower Hutt","Lower Hutt","5010","04 890 4208","174.9061498","-41.2104705"
"Masala's & Alicetown Lotto","427 Cuba Street","Alicetown","Lower Hutt","5010","04 586 4224","174.890717","-41.216937"
"Avalon Mini Mart","937 High Street","Avalon","Lower Hutt","5011","04 939 7868","174.94355","-41.193735"
"Eastbourne Four Square","10 Oroua Street","Eastbourne","Lower Hutt","5013","04 562 7343","174.8970811","-41.2900487"
"Epuni Mini Market","103 Oxford Terrace","Epuni","Lower Hutt","5011","04 939 7827","174.929536","-41.20742"
"Kelson General Store","35 Major Drive","Kelson","Lower Hutt","5010","04 5653015","174.9287361","-41.18694116"
"Dowse Drive Foodmarket","173 Dowse Drive","Maungaraki","Lower Hutt","5010","04 560 4534","174.8783316","-41.20796853"
"Moera Corner Dairy and Lotto","111 Randwick Road","Moera","Lower Hutt","5010","04 5685008","174.9053685","-41.22709391"
"Golden Nugget Lotto Shop","31 Everest Avenue","Naenae","Lower Hutt","5011","04 5678404","174.9475482","-41.19910091"
"Naenae Four Square","30 Hillary Court","Naenae","Lower Hutt","5011","04 567 1838","174.94777","-41.198459"
"Countdown Petone","45 Jackson Street","Petone","Lower Hutt","5012","04 589 9573","174.872249","-41.222738"
"J & S Foodmarket","399 Jackson Street","Petone","Lower Hutt","5012","04 972 7518","174.889227","-41.22843"
"Pak N Save Petone","114 Jackson Street","Petone","Lower Hutt","5012","04 9393663","174.87214","-41.22348685"
"Paper Plus Select Petone","215 Jackson Street","Petone","Lower Hutt","5012","04 5685468","174.8802582","-41.22580513"
"Caltex Stokes Valley","7 Stokes Valley Road","Stokes Valley","Lower Hutt","5019","04 939 8280","174.981995","-41.161654"
"New World Stokes Valley","Cnr Oates & Evans Streets","Stokes Valley","Lower Hutt","5019","04 939 6400","174.9809272","-41.17459089"
"NY Court Dairy","194 Stokes Valley Road","Stokes Valley","Lower Hutt","5019","04 563 8260","174.9816882","-41.17413475"
"BP Taita","1217 High Street","Taita","Lower Hutt","5011","04 5678037","174.9613884","-41.17908186"
"Carnation Superette","157 Wainuiomata Road","Wainuiomata","Lower Hutt","5014","04 5644324","174.932663","-41.25692"
"Countdown Wainuiomata","12 The Strand","Wainuiomata","Lower Hutt","5014","04 564 8129","174.9436254","-41.25983844"
"Village Store Wainuiomata","8 Moores Valley Road","Wainuiomata","Lower Hutt","5014","04 5646718","174.954299","-41.27233325"
"Wainuiomata Pharmacy","8 The Strand","Wainuiomata","Lower Hutt","5014","04 564 8563","174.9438045","-41.25988438"
"SuperValue Woburn","5 Cambridge Terrace","Waiwhetu","Lower Hutt","5010","04 570 1790","174.910949","-41.222625"
"Wainui Road Dairy","1 Wainui Road","Waiwhetu","Lower Hutt","5010","04 566 6624","174.914647","-41.223744"
"Waterloo Lotto and Giftshop","3-13 Trafalgar Square","Waterloo","Lower Hutt","5011","04 566 4615","174.922513","-41.214151"
"Lumsden Lotto & Dairy","141 Flora Road","Lumsden","Lumsden","9730","03 248 7228","168.4415952","-45.73972141"
"London Street Dairy","34 London Street","Lyttelton","Lyttelton","8082","03 328 7358","172.721233","-43.602484"
"Lyttelton Supervalue","17 London Street","Lyttelton","Lyttelton","8082","03 328 7368","172.721482","-43.602807"
"Mahia Beach Store","Newcastle Street","Mahia Beach","Mahia Beach","4165","06 837 5890","177.8709708","-39.08843918"
"Manaia Four Square","53 South Road","Manaia","Manaia","4612","06 274 8406","174.1257912","-39.55086068"
"Mangakino Four Square","Rangatira Drive","Mangakino","Mangakino","3421","07 882 8112","175.7740682","-38.37070131"
"Molesworth Four Square","3 Wood Street","Mangawhai Heads","Mangawhai","0505","09 431 4656","174.5868089","-36.09494154"
"Mangonui Stationery & Lotto","78 Waterfront Drive","Mangonui","Mangonui","0442","09 406 0233","173.5361836","-34.9915233"
"Mapua Four Square Supermarket","64 Aranui Road","Best Island","Mapua","7005","03 540 2890","173.0957943","-41.25318624"
"Pain & Kershaw","14 Memorial Square","Martinborough","Martinborough","5711","06 3065100","175.458919","-41.21866963"
"New World Marton","427 Wellington Road","Marton","Marton","4710","06 327 7929","175.3793893","-40.07667638"
"Copper Kettle","246 Queen Street","Masterton","Masterton","5810","06 377 3119","175.6583939","-40.95186998"
"Countdown Masterton","251 Queen Street","Masterton","Masterton","5810","06 370 0154","175.6580426","-40.95218927"
"Hospital Foodmarket","29 Te Ore Ore Road","Lansdowne","Masterton","5810","06 3774412","175.673839","-40.945888"
"New World Masterton","9 Queen Street","Masterton","Masterton","5810","06 370 1710","175.6642412","-40.94833934"
"Pak N Save Masterton","Cnr Crayne & Queen Street","Kuripuni","Masterton","5810","06 3770850","175.6488577","-40.95728256"
"Paper Plus Masterton","181-183 Queen Street","Masterton","Masterton","5840","06 378 8300","175.660215","-40.950747"
"Renall Street Store","164 Renall Street","Masterton","Masterton","5810","06 378 7762","175.637714","-40.946471"
"Kuripuni Lotto and Post Shop","437 Queen Street","Kuripuni","Masterton","5810","06 378 2313","175.64876","-40.95790131"
"Solway Four Square","220 High Street South","Solway","Masterton","5810","06 377 5984","175.623772","-40.962071"
"Matakana Four Square","21 Matakana Valley Road","Laly Haddon Place","Matakana","0985","09 422 7213","174.7168756","-36.35189599"
"New World Matamata","45 Waharoa Road East","Matamata","Matamata","3400","07 888 7703","175.7697934","-37.80319367"
"Paper Plus Matamata","85 Broadway","Matamata","Matamata","3400","07 888 7694","175.7739157","-37.80985049"
"Clutterbucks Four Square","64 Main Street","Mataura","Mataura","9712","03 2038490","168.8623238","-46.195895"
"Tony's Stationery & Lotto","147 Hurndall Street West","Maungaturoto","Maungaturoto","0520","09 4318058","174.3488976","-36.11279665"
"Methven Four Square","McMillan Street","Methven","Methven","7730","03 3028114","171.6452465","-43.63301725"
"Methven Supervalue","McMillan Street","Methven","Methven","7740","03 302 8050","171.6463662","-43.63323903"
"Milton Night n Day","24 Union Street","Milton","Milton","9220","03 4178769","169.95638","-46.12339549"
"Milton Supervalue","59 Union Street","Milton","Milton","9220","03 417 8008","169.958658","-46.121885"
"Tokomairiro Four Square","207 Union Street","Milton","Milton","9220","03 417 8736","169.964368","-46.116405"
"Lake Brunner Service Centre","2137 Arnold Valley Road","Moana","Moana","7872","03 738 0029","171.482906","-42.572175"
"Blue Lagoon Four Square","64 State Highway 1","Moerewa","Moerewa","0211","09 404 0734","174.0138726","-35.388138"
"Morrinsville New World","89 Thames Street","Morrinsville","Morrinsville","3300","07 889 8060","175.5225557","-37.65981385"
"Paper Plus Morrinsville","47 Studholme Street","Morrinsville","Morrinsville","3300","07 889 5359","175.52702","-37.657902"
"SDR Fuel Ltd","328 Thames Street","Morrinsville","Morrinsville","3300","07 889 7042","175.5313048","-37.65669844"
"Monte Carlo Milkbar","101B Gordon Road","Fairfield","Mosgiel","9024","03 489 7752","170.3485662","-45.87555499"
"Mosgiel New World","10 Hartstonge Avenue","Fairfield","Mosgiel","9024","03 489 3836","170.3498718","-45.87180498"
"Z Mosgiel","Cnr Gladstone & Quarry Rds","Mosgiel","Mosgiel","9025","03 489 0390","170.354054","-45.8861731"
"East Taieri Dairy","71 Main South Road","Fairfield","Mosgiel","9024","03 489 7558","170.3370918","-45.89793739"
"Countdown Motueka","108 High Street","Motueka","Motueka","7120","03 528 0500","173.0108962","-41.10972508"
"Motueka New World","271 High Street","Motueka","Motueka","7120","03 5286245","173.0111918","-41.11460496"
"Bayfair Lotto","1 Girven Road","Mount Maunganui","Mount Maunganui","3116","07 575 9909","176.2231352","-37.67576032"
"Girven Road Micro Mart","77 Girven Road","Mount Maunganui","Mount Maunganui","3116","07 572 2467","176.230843","-37.67284615"
"Hot Spot Superette","2 Maunganui Road","Mount Maunganui","Mount Maunganui","3116","07 575 9848","176.176608","-37.632552"
"Mt Maunganui New World","Tweed Street","Mount Maunganui","Mount Maunganui","3116","07 572 7080","176.1989757","-37.65396498"
"Mt Paper Power","527 Maunganui Road","Mount Maunganui","Mount Maunganui","3116","07 575 5565","176.2006247","-37.65591838"
"Z Hewletts Rd","81 Hewletts Road","Mount Maunganui","Mount Maunganui","3116","07 575 9955","176.1992385","-37.66597123"
"Murchison Four Square","41 Fairfax Street","Murchison","Murchison","7007","03 523 9007","172.3257032","-41.80028795"
"Murupara Four Square","35 Pine Drive","Murupara","Murupara","3025","07 366 5835","176.7051674","-38.45730742"
"Countdown Carlyle","36 Carlyle Street","Napier South","Napier","4110","06 835 3643","176.911328","-39.4921703"
"Napier Food Mart","23A Trinity Crescent","Pirimai","Napier","4112","06 843 7830","176.880136","-39.511213"
"Paper Plus Napier","12 Dickens Street","Napier South","Napier","4110","06 835 9800","176.917092","-39.49138258"
"Z Kennedy Road","Cnr Tennyson & Station St","Napier South","Napier","4110","06 835 1522","176.911452","-39.493614"
"Ahuriri Four Square","4 Ossian Street","Ahuriri","Napier","4110","06 833 7159","176.8965834","-39.48264358"
"Bay View Four Square","9 Hill Road","Bay View","Napier","4104","06 836 6440","176.8664969","-39.41899191"
"Shakespeare Road Mini Market","83 Shakespeare Road","Bluff Hill","Napier","4110","06 835 9866","176.912734","-39.484932"
"Greenmeadows New World","9 Gloucester Street","Greenmeadows","Napier","4112","06 8446240","176.8624458","-39.52522236"
"Greenmeadows Pharmacy","34 Gloucester Street","Greenmeadows","Napier","4112","068442819","176.8610289","-39.52649496"
"Maraenui Four Square","2 Bledisloe Road","Maraenui","Napier","4110","06 842 2599","176.904282","-39.514362"
"Caltex Hyderabad","12 Hyderabad Road","Marewa","Napier","4110","06 835 6167","176.898339","-39.494963"
"League Park Superette","26a Taradale Road","Marewa","Napier","4110","06 843 7832","176.892244","-39.498256"
"Marewa Four Square","130 Kennedy Road","Marewa","Napier","4110","06 843 8106","176.902574","-39.500545"
"Countdown Napier","139 Station Street","Napier South","Napier","4110","068341401","176.9134282","-39.49329979"
"Napier City Pak N Save","25 Munroe Street","Napier South","Napier","4110","06 834 3450","176.9134559","-39.49482823"
"Andrew Spence Pharmacy","30 Maadi Road","Onekawa","Napier","4110","06 843 8749","176.8871645","-39.5083401"
"New World Onekawa","34 Maadi Road","Onekawa","Napier","4110","06 843 6146","176.8875098","-39.50867888"
"Tamatea Pak n Save","Leicester Avenue","Tamatea","Napier","4112","06 843 3135","176.8702699","-39.51081541"
"Paper Plus Taradale","285-287 Gloucester Street","Taradale","Napier","4112","06 844 7230","176.848174","-39.53624"
"Taradale Four Square","230 Gloucester Street","Taradale","Napier","4112","06 844 6235","176.8492273","-39.53445471"
"National Park Four Square","1 Waimarino Tokaanu Road","National Park","National Park","3989","07 892 2879","175.402232","-39.176957"
"Black Cat Store","326 Annesbrooke Drive","Annesbrook","Nelson","7010","03 547 3495","173.2427346","-41.30120856"
"Countdown Nelson","35 St Vincent Street","Nelson","Nelson","7010","03 5467443","173.2776136","-41.27250727"
"Fresh Choice Nelson City","69 Collingwood Street","Nelson","Nelson","7010","03 5480191","173.2872148","-41.27206373"
"Nelson City New World","73 Vanguard Street","Nelson","Nelson","7010","03 548 9111","173.2780827","-41.2749074"
"Paper Plus Nelson","237 Trafalgar Street","Nelson","Nelson","7040","03 546 8188","173.2841579","-41.27378477"
"Whitcoulls Nelson","232 Trafalgar Street","Nelson","Nelson","7010","03 989 3140","173.2838977","-41.2737682"
"Z Richmond","8 Gladstone Road","Nelson","Nelson","7020","03 543 8029","173.1794751","-41.33776859"
"Atawhai 4 Square Supermarket","664 Atawhai Crescent","Atawhai","Nelson","7010","03 545 0912","173.317482","-41.236704"
"Caltex Bishopdale Nelson","209 Waimea Road","Bishopdale","Nelson","7011","03 548 4477","173.266701","-41.295442"
"Victory on the Spot","148 Toi Toi Street","Nelson South","Nelson","7010","03 548 2500","173.2700091","-41.28088796"
"Fresh Choice Richmond","216 Queen Street","Richmond","Nelson","7020","03 544 8299","173.1860879","-41.34021978"
"Pak N Save Richmond","Cnr Croucher & Talbot Streets","Richmond","Nelson","7020","03 5448658","173.1864402","-41.33818167"
"Richmond Night N Day","205A Queen Street","Stoke","Nelson","7020","03 543 9953","173.1857764","-41.34025758"
"Countdown Stoke","12 Putaitai Street","Stoke","Nelson","7011","03 547 9298","173.2340707","-41.31179759"
"Stoke New World","107 Neale Avenue","Stoke","Nelson","7011","03 547 7788","173.2322024","-41.31253313"
"Tapawera Four Square","92 Main Road","Tapawera","Nelson","7096","03 522 4010","172.8237179","-41.38900233"
"Milton Street Store","136 Milton Street","The Wood","Nelson","7010","03 548 3718","173.2947271","-41.26914886"
"Countdown New Plymouth Central","174 Courtenay Street","New Plymouth","New Plymouth","4310","06 759 7481","174.0819381","-39.05744838"
"Countdown Spotswood","Cnr South Rd and Manadon St","Spotswood","New Plymouth","4310","06 751 0485","174.0335917","-39.07576751"
"Countdown The Valley","1 Vickers Road","Waiwhakaiho","New Plymouth","4312","06 757 3330","174.1161474","-39.04701414"
"Devon Lotto 'N' Treats","132 Devon Street East","New Plymouth","New Plymouth","4310","06 759 2206","174.0782681","-39.05669539"
"Mainly Magazines and Lotto","32 Devon Street West","New Plymouth","New Plymouth","4310","06 758 3133","174.0732989","-39.05789073"
"New World New Plymouth","78 Courtenay Street","New Plymouth","New Plymouth","4310","06 759 9052","174.0797497","-39.05728806"
"Pak N Save New Plymouth","53-65 Leach Street","New Plymouth","New Plymouth","4310","06 758 1594","174.0794916","-39.05693647"
"Paper Plus New Plymouth","66-68 Devon Street","New Plymouth","New Plymouth","4310","06 758 2679","174.0764184","-39.05723338"
"Whitcoulls New Plymouth","11 Gill Street","New Plymouth","New Plymouth","4310","06 968 6020","174.0741963","-39.05656401"
"Z Waiwhakaiho","Cnr Devon Rd and Smart Rd","Waiwhakaiho","New Plymouth","4312","06 758 9801","174.110411","-39.0510947"
"Bell Block Four Square","11 Bell Block Court","Bell Block","New Plymouth","4312","06 7559159","174.142784","-39.035753"
"Parklands Supervalue","188 Parklands Avenue","Bell Block","New Plymouth","4312","06 755 1963","174.1492905","-39.02841488"
"Blagdon Four Square","543 Devon Street West","Blagdon","New Plymouth","4310","06 7512194","174.0425399","-39.06745169"
"Fitzroy Lotto & Mags","551 Devon Street East","Fitzroy","New Plymouth","4312","06 758 5752","174.1018106","-39.04943631"
"Merrilands Lotto & Post","200 Mangorei Road","Merrilands","New Plymouth","4312","06 758 0753","174.1031183","-39.0670091"
"New World Merrilands","200 Mangorei Road","Merrilands","New Plymouth","4312","06 758 5527","174.1028677","-39.06658958"
"Moturoa Four Square","3 Lawry Street","Moturoa","New Plymouth","4310","06 751 1372","174.045911","-39.063375"
"Urenui Four Square","16 Ngakoti Street","Urenui","New Plymouth","4377","06 752 3895","174.3900503","-38.9978758"
"Countdown Vogeltown","28-32 Hori Street","Vogeltown","New Plymouth","4310","06 824 8112","174.083082","-39.077609"
"Vogeltown Four Square","333 Carrington Street","Vogeltown","New Plymouth","4310","06 753 5014","174.0854858","-39.08051081"
"Westown Lotto","39A Tukapa Street","Westown","New Plymouth","4310","06 757 9499","174.0628854","-39.07033499"
"New World Ngaruawahia","7 Galileo Street","Ngaruawahia","Ngaruawahia","3720","07 824 8275","175.1501283","-37.66691193"
"Pharos Post & Lotto","22-24 Jesmond Street","Ngaruawahia","Ngaruawahia","3720","07 824 8661","175.1482538","-37.66589898"
"Supervalue Ngaruawahia","150 Great South Road","Ngaruawahia","Ngaruawahia","3720","07 824 7800","175.1580958","-37.67439542"
"Ngatea Four Square","25 Orchard West Road","Ngatea","Ngatea","3503","07 867 7037","175.496185","-37.276492"
"Ngatea Lotto & Foodmart","16 Orchard West Road","Ngatea","Ngatea","3503","07 867 7215","175.4960996","-37.27609941"
"Hampden Four Square","31 London Street","Hampden","North Otago","9410","03 439 4706","170.8172708","-45.32380426"
"Coopers Beach Four Square","9 Coopers Drive","Coopers Beach","Northland","0420","09 406 0577","173.5097571","-34.99215636"
"Oakura Four Square","1129 Main South Road","Oakura","Oakura","4314","06 7527862","174.0030398","-39.09756732"
"Countdown Oamaru","108-116 Thames Street","Oamaru","Oamaru","9400","03 433 0419","170.9707368","-45.09743383"
"Oamaru New World","Main South Road","Oamaru","Oamaru","9492","03 433 1166","170.9549305","-45.10220016"
"Paper Plus Oamaru","181 Thames Street","Oamaru","Oamaru","9400","03 434 7498","170.9713943","-45.09683129"
"Z Oamaru","22 Severn Street","Oamaru","Oamaru","9400","03 433 1441","170.968048","-45.09832"
"Lotto 'N' Things","411A Thames Highway","Oamaru North","Oamaru","9400","03 4371153","170.9822061","-45.08083306"
"Northside New World","402 Thames Highway","Oamaru North","Oamaru North","9400","03 437 1908","170.985603","-45.07690389"
"Take Note Ohakune","5 Goldfinch Street","Ohakune","Ohakune","4625","06 3858645","175.3987222","-39.4178171"
"Ohaupo Store","106 Great South Road","Ohaupo","Ohaupo","3803","07 823 6733","175.3070156","-37.91858736"
"Beach Haven Ohope","15 Pohutukawa Avenue","Ohakana Island","Ohope","3121","07 312 4755","177.03578","-37.964119"
"Ohope Four Square","205 Pohutukawa Ave","Ohakana Island","Ohope","3121","07 312 4864","177.0522008","-37.96969227"
"Omaha Beach Superette","4/1 Matariki Street","Omaha","Omaha","0986","09 422 9340","174.779086","-36.339961"
"Omarama Four Square","10 Chain Hills Highway","Omarama","Omarama","9412","03 438 9895","169.9659931","-44.48828374"
"Omokoroa Beach Store","4 The Esplanade","Omokoroa","Omokoroa","3114","07 548 0888","176.0523234","-37.6325949"
"Blue Moon Four Square","49 St John Street","Opotiki","Opotiki","3122","07 315 6799","177.28687","-38.01120123"
"Opotiki New World","19 Bridge Street","Opotiki","Opotiki","3122","07 315 6723","177.276758","-38.012093"
"Opotiki Pharmacy","110 Church Street","Opotiki","Opotiki","3122","07 315 6251","177.2847141","-38.00512381"
"Te Kaha Holiday Park","State Highway 35","RD3","Opotiki","3197","07 325 2894","177.6765635","-37.73967682"
"Highway 45 Four Square","77 Tasman Street","Opunake","Opunake","4616","06 761 8668","173.8591","-39.454222"
"Countdown Orewa","Moenui Avenue","Stanmore Bay","Orewa","0931","09 421 9300","174.6958321","-36.58820117"
"Grand Superette","70C Grand Drive","Stanmore Bay","Orewa","0931","09 421 1311","174.6790166","-36.58873955"
"New World Orewa","11 Moana Ave","Stanmore Bay","Orewa","0931","09 427 0117","174.693625","-36.586542"
"Orewa Lotto Plus","4 Moana Avenue","Stanmore Bay","Orewa","0931","09 426 4746","174.6955641","-36.58644109"
"Palmerston Four Square","59 Tiverton Street","Palmerston","Otago","9430","03 465 1164","170.7144712","-45.48422474"
"More than Books","19 - 21 Charlemont Street","Ranfurly","Otago","9332","03 444 9007","170.0993858","-45.1299442"
"Otaki New World","155 - 163 Main Road","Otaki","Otaki","5512","06 364 8640","175.1703509","-40.74298353"
"Otaki Post and Lotto","43 Main Street","Otaki","Otaki","5512","06 364 8190","175.1390005","-40.75263"
"Otautau Supervalue","157 Main Street","Otautau","Otautau","9610","03 2258 029","167.9974444","-46.1432742"
"Countdown Otorohanga","119 - 123 Maniapato Street","Otorohanga","Otorohanga","3900","07 873 4007","175.209828","-38.189814"
"Paper Plus Otorohanga","39 Maniapoto Street","Otorohanga","Otorohanga","3900","07 873 8816","175.2115744","-38.18630265"
"Mitchell's Family Foodcentre","43 Holyhead Street","Outram","Outram","9019","03 486 1723","170.2311896","-45.85660105"
"Owaka Four Square","4 Ovenden Street","Owaka","Owaka","9535","03 415 8201","169.6604934","-46.45137991"
"Oxford Fresh Choice","52 Main Street","Oxford","Oxford","7430","03 312 4305","172.1917335","-43.29790539"
"Countdown Paeroa","27 Belmont Road","Paeroa","Paeroa","3600","07 862 5100","175.668218","-37.378442"
"Paeroa Four Square","104 Normanby Road","Paeroa","Paeroa","3600","07 862 7456","175.6715372","-37.38084918"
"Take Note Paeroa","46 Belmont Road","Paeroa","Paeroa","3600","07 862 7213","175.6698237","-37.37944932"
"Paper Plus Select Pahiatua","89 Main Street","Pahiatua","Pahiatua","4910","06 3768477","175.8419229","-40.45188845"
"Countdown Paihia Central","6 Williams Road","Paihia","Paihia","0200","09 2559737","174.091040","-35.282229"
"Countdown Waitangi","9 Blackbridge Road","Paihia","Paihia","0200","09 2559678","174.080992","-35.279232"
"Paihia Four Square","41 Wiliams Road","Paihia","Paihia","0202","09 402 8002","174.0905359","-35.28243875"
"Countdown Broadway","Cnr Albert and Main Streets","Palmerston North","Palmerston North","4471","06 357 2047","175.623394","-40.350511"
